index,image,raw_score,normalized_score
0,banana/image_0001.jpg,16.058349,0.998742
1,banana/image_0002.jpg,2.102909,0.999835
2,banana/image_0003.jpg,2.896376,0.999773
3,banana/image_0004.jpg,4.266865,0.999666
4,banana/image_0005.jpg,0.697470,0.999945
5,banana/image_0006.jpg,2.816095,0.999779
6,banana/image_0007.jpg,26.737334,0.997905
7,banana/image_0008.jpg,33.404337,0.997383
8,banana/image_0009.jpg,31.324872,0.997546
9,banana/image_0010.jpg,9.563193,0.999251
10,banana/image_0011.jpg,4.421089,0.999654
11,banana/image_0012.jpg,17.885274,0.998599
12,banana/image_0013.jpg,14.704204,0.998848
13,banana/image_0014.jpg,5.544822,0.999566
14,banana/image_0015.jpg,2.724685,0.999787
15,banana/image_0016.jpg,5.286477,0.999586
16,banana/image_0017.jpg,12763.368973,0.000000
17,banana/image_0018.jpg,1.830819,0.999857
18,banana/image_0019.jpg,3.082484,0.999758
19,banana/image_0020.jpg,20.714540,0.998377
20,giraffe/image_0001.jpg,26.280071,0.997941
21,giraffe/image_0002.jpg,7.301612,0.999428
22,giraffe/image_0003.jpg,2.531611,0.999802
23,giraffe/image_0004.jpg,2.358052,0.999815
24,giraffe/image_0005.jpg,2.997860,0.999765
25,giraffe/image_0006.jpg,1.923428,0.999849
26,giraffe/image_0007.jpg,2.349555,0.999816
27,giraffe/image_0008.jpg,3.184598,0.999750
28,giraffe/image_0009.jpg,773.540912,0.939394
29,giraffe/image_0010.jpg,2.542351,0.999801
30,giraffe/image_0011.jpg,1.260295,0.999901
31,giraffe/image_0012.jpg,1.575089,0.999877
32,giraffe/image_0013.jpg,4.598805,0.999640
33,giraffe/image_0014.jpg,11.840390,0.999072
34,giraffe/image_0015.jpg,3.367264,0.999736
35,giraffe/image_0016.jpg,2.853501,0.999776
36,giraffe/image_0017.jpg,7.381500,0.999422
37,giraffe/image_0018.jpg,36.367091,0.997151
38,giraffe/image_0019.jpg,2.972665,0.999767
39,giraffe/image_0020.jpg,0.000000,1.000000
40,tennis_ball/image_0001.jpg,5.944891,0.999534
41,tennis_ball/image_0002.jpg,112.378566,0.991195
42,tennis_ball/image_0003.jpg,3.869611,0.999697
43,tennis_ball/image_0004.jpg,3.134498,0.999754
44,tennis_ball/image_0005.jpg,0.826317,0.999935
45,tennis_ball/image_0006.jpg,3.691778,0.999711
46,tennis_ball/image_0007.jpg,24.340838,0.998093
47,tennis_ball/image_0008.jpg,10.688419,0.999163
48,tennis_ball/image_0009.jpg,4.729705,0.999629
49,tennis_ball/image_0010.jpg,21.844763,0.998288
50,tennis_ball/image_0011.jpg,3.396830,0.999734
51,tennis_ball/image_0012.jpg,758.211989,0.940595
52,tennis_ball/image_0013.jpg,1.147812,0.999910
53,tennis_ball/image_0014.jpg,2.531010,0.999802
54,tennis_ball/image_0015.jpg,2.083072,0.999837
55,tennis_ball/image_0016.jpg,3.699524,0.999710
56,tennis_ball/image_0017.jpg,159.292438,0.987520
57,tennis_ball/image_0018.jpg,18.554996,0.998546
58,tennis_ball/image_0019.jpg,139.602829,0.989062
59,tennis_ball/image_0020.jpg,0.467474,0.999963
60,zebra/image_0001.jpg,0.933697,0.999927
61,zebra/image_0002.jpg,3.277040,0.999743
62,zebra/image_0003.jpg,2.092033,0.999836
63,zebra/image_0004.jpg,0.554780,0.999957
64,zebra/image_0005.jpg,1.976104,0.999845
65,zebra/image_0006.jpg,0.926700,0.999927
66,zebra/image_0007.jpg,2.379865,0.999814
67,zebra/image_0008.jpg,17.125784,0.998658
68,zebra/image_0009.jpg,3.567757,0.999720
69,zebra/image_0010.jpg,2.171776,0.999830
70,zebra/image_0011.jpg,2.084313,0.999837
71,zebra/image_0012.jpg,2.301027,0.999820
72,zebra/image_0013.jpg,5.283419,0.999586
73,zebra/image_0014.jpg,2.604815,0.999796
74,zebra/image_0015.jpg,10.388170,0.999186
75,zebra/image_0016.jpg,4.554649,0.999643
76,zebra/image_0017.jpg,2.871927,0.999775
77,zebra/image_0018.jpg,28.627766,0.997757
78,zebra/image_0019.jpg,12.061299,0.999055
79,zebra/image_0020.jpg,266.165447,0.979146
