index,image,raw_score,normalized_score
0,banana/image_0001.jpg,0.530070,0.388304
1,banana/image_0002.jpg,0.496458,0.427092
2,banana/image_0003.jpg,0.509673,0.411842
3,banana/image_0004.jpg,0.474866,0.452008
4,banana/image_0005.jpg,0.330523,0.618579
5,banana/image_0006.jpg,0.476089,0.450597
6,banana/image_0007.jpg,0.775902,0.104616
7,banana/image_0008.jpg,0.537328,0.379929
8,banana/image_0009.jpg,0.796347,0.081023
9,banana/image_0010.jpg,0.667849,0.229308
10,banana/image_0011.jpg,0.496722,0.426787
11,banana/image_0012.jpg,0.679878,0.215427
12,banana/image_0013.jpg,0.628061,0.275223
13,banana/image_0014.jpg,0.567052,0.345627
14,banana/image_0015.jpg,0.487532,0.437392
15,banana/image_0016.jpg,0.557165,0.357036
16,banana/image_0017.jpg,0.827012,0.045636
17,banana/image_0018.jpg,0.420003,0.515321
18,banana/image_0019.jpg,0.410334,0.526479
19,banana/image_0020.jpg,0.421544,0.513542
20,giraffe/image_0001.jpg,0.675777,0.220159
21,giraffe/image_0002.jpg,0.553704,0.361030
22,giraffe/image_0003.jpg,0.480571,0.445426
23,giraffe/image_0004.jpg,0.463241,0.465425
24,giraffe/image_0005.jpg,0.530438,0.387879
25,giraffe/image_0006.jpg,0.333862,0.614726
26,giraffe/image_0007.jpg,0.490042,0.434496
27,giraffe/image_0008.jpg,0.469139,0.458618
28,giraffe/image_0009.jpg,0.804831,0.071232
29,giraffe/image_0010.jpg,0.485055,0.440251
30,giraffe/image_0011.jpg,0.362522,0.581653
31,giraffe/image_0012.jpg,0.371783,0.570966
32,giraffe/image_0013.jpg,0.474086,0.452909
33,giraffe/image_0014.jpg,0.496313,0.427259
34,giraffe/image_0015.jpg,0.450548,0.480072
35,giraffe/image_0016.jpg,0.415839,0.520125
36,giraffe/image_0017.jpg,0.481190,0.444711
37,giraffe/image_0018.jpg,0.470176,0.457421
38,giraffe/image_0019.jpg,0.471006,0.456463
39,giraffe/image_0020.jpg,0.000000,1.000000
40,tennis_ball/image_0001.jpg,0.539164,0.377810
41,tennis_ball/image_0002.jpg,0.635027,0.267185
42,tennis_ball/image_0003.jpg,0.449472,0.481313
43,tennis_ball/image_0004.jpg,0.539110,0.377871
44,tennis_ball/image_0005.jpg,0.350581,0.595433
45,tennis_ball/image_0006.jpg,0.448467,0.482473
46,tennis_ball/image_0007.jpg,0.375532,0.566639
47,tennis_ball/image_0008.jpg,0.720382,0.168686
48,tennis_ball/image_0009.jpg,0.490117,0.434409
49,tennis_ball/image_0010.jpg,0.603770,0.303255
50,tennis_ball/image_0011.jpg,0.652549,0.246964
51,tennis_ball/image_0012.jpg,0.866558,0.000000
52,tennis_ball/image_0013.jpg,0.330123,0.619041
53,tennis_ball/image_0014.jpg,0.433379,0.499885
54,tennis_ball/image_0015.jpg,0.328174,0.621290
55,tennis_ball/image_0016.jpg,0.524680,0.394524
56,tennis_ball/image_0017.jpg,0.625421,0.278269
57,tennis_ball/image_0018.jpg,0.714212,0.175806
58,tennis_ball/image_0019.jpg,0.653238,0.246169
59,tennis_ball/image_0020.jpg,0.329544,0.619710
60,zebra/image_0001.jpg,0.306954,0.645777
61,zebra/image_0002.jpg,0.538052,0.379092
62,zebra/image_0003.jpg,0.422404,0.512550
63,zebra/image_0004.jpg,0.309841,0.642446
64,zebra/image_0005.jpg,0.438279,0.494230
65,zebra/image_0006.jpg,0.353971,0.591520
66,zebra/image_0007.jpg,0.466830,0.461282
67,zebra/image_0008.jpg,0.598730,0.309071
68,zebra/image_0009.jpg,0.530598,0.387694
69,zebra/image_0010.jpg,0.353078,0.592551
70,zebra/image_0011.jpg,0.450815,0.479763
71,zebra/image_0012.jpg,0.415916,0.520037
72,zebra/image_0013.jpg,0.467084,0.460989
73,zebra/image_0014.jpg,0.372608,0.570014
74,zebra/image_0015.jpg,0.589349,0.319896
75,zebra/image_0016.jpg,0.577660,0.333386
76,zebra/image_0017.jpg,0.441496,0.490518
77,zebra/image_0018.jpg,0.557122,0.357086
78,zebra/image_0019.jpg,0.640013,0.261430
79,zebra/image_0020.jpg,0.770595,0.110740
